Group_ID,Site,Text,URL
29,overstock,Pet Houses,http://www.overstock.com/Pet-Supplies/Pet-Houses/329/dept.html
29,overstock,Pet Jewelry,http://www.overstock.com/Pet-Supplies/Pet-Jewelry/330/dept.html
29,overstock,Pet Lover's Gifts,http://www.overstock.com/Pet-Supplies/Pet-Lovers-Gifts/331/dept.html
29,overstock,Pet Memorials,http://www.overstock.com/Pet-Supplies/Pet-Memorials/332/dept.html
29,overstock,Pet Occasions & Holidays,http://www.overstock.com/Pet-Supplies/Pet-Occasions-Holidays/328/dept.html
29,overstock,Pet Stairs & Ramps,http://www.overstock.com/Pet-Supplies/Pet-Stairs-Ramps/333/dept.html
29,overstock,Pet Toys,http://www.overstock.com/Pet-Supplies/Pet-Toys/334/dept.html
29,overstock,Pet Training,http://www.overstock.com/Pet-Supplies/Pet-Training/335/dept.html
29,overstock,Pet Supplies,http://www.overstock.com/Eziba/Pet-Supplies/359/dept.html
29,walmart,Pets,http://www.walmart.com/cp/pet-supplies/5440?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_Pets
29,wayfair,Pets,http://www.wayfair.com/Pets-C216358.html
29,walmart,Men's Grooming,http://www.walmart.com/cp/1056884?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Beauty_MensGrooming
29,bloomingdales,Men,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3864&PageID=16595938932650
29,overstock,Men's Sport Clothing,http://www.overstock.com/Sports-Toys/Mens-Sport-Clothing/287/dept.html
29,overstock,Men's Activewear,http://www.overstock.com/Clothing-Shoes/Mens-Activewear/113/dept.html
29,overstock,Men's Clothing,http://www.overstock.com/Clothing-Shoes/Mens-Clothing/26/dept.html
29,walmart,Men,http://www.walmart.com/cp/mens-clothing/133197?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_Men
29,walmart,Men's Big & Tall,http://www.walmart.com/cp/mens-big-and-tall-clothing/133198?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_MensBigTall
29,bestbuy,Sports & Outdoor Recreation,http://www.bestbuy.com/site/Health-Fitness/Sports-Outdoor-Recreation/pcmcat273800050017.c?id=pcmcat273800050017
29,bestbuy,Sports Fan Shop,http://www.bestbuy.com/site/Electronics/Health-Fitness/Fan-Shop/pcmcat230600050006.c?id=pcmcat230600050006
29,bjs,"Telescopes, Binoculars & Sports Cameras",http://www.bjs.com/electronics/telescopes-binoculars--sports-cameras.category.381.160.2001777.1
29,bjs,Team Sports,http://www.bjs.com/sports/team-sports.category.28027.986.2000806.1
29,bjs,Motor Sports,http://www.bjs.com/sports/motor-sports.category.1034.986.2002129.1
29,overstock,Sports & Fitness,http://www.overstock.com/Sports-Toys/Sports-Fitness/17/dept.html
29,overstock,Water Sports & Pools,http://www.overstock.com/Sports-Toys/Water-Sports-Pools/449/dept.html
29,overstock,Winter Sports,http://www.overstock.com/Sports-Toys/Winter-Sports/218/dept.html
29,overstock,Women's Sport Clothing,http://www.overstock.com/Sports-Toys/Womens-Sport-Clothing/288/dept.html
29,overstock,Sports & Outdoors,http://www.overstock.com/As-Seen-on-TV/Sports-Outdoors/433/dept.html
29,walmart,Sports Fan Shop,http://www.walmart.com/cp/Sports-Fan-Shop/1063984?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_SportsFanShop
29,walmart,Sports,http://www.walmart.com/cp/Team-Sports/4161?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_Sports
29,bestbuy,Health & Fitness Technology,http://www.bestbuy.com/site/Health-Fitness-Sports/Health-Fitness-Technology/pcmcat243800050004.c?id=pcmcat243800050004
29,bjs,Exercise & Fitness,http://www.bjs.com/sports/exercise--fitness.category.987.986.2002231.1
29,overstock,Fitness & Nutrition,http://www.overstock.com/Health-Beauty/Fitness-Nutrition/39/dept.html
29,walmart,Exercise & Fitness,http://www.walmart.com/cp/sports-fitness-equipment/4134?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_ExerciseFitness
29,wayfair,Exercise & Fitness,http://www.wayfair.com/Exercise-and-Fitness-C216231.html
29,bestbuy,Exercise Equipment,http://www.bestbuy.com/site/Health-Fitness/Exercise-Equipment/pcmcat243800050005.c?id=pcmcat243800050005
29,bestbuy,Recording Equipment,http://www.bestbuy.com/site/Musical-Instruments/Home-Recording/pcmcat152100050020.c?id=pcmcat152100050020
29,bestbuy,DJ & Lighting Equipment,http://www.bestbuy.com/site/Musical-Instruments/DJ-Lighting-Equipment/pcmcat152100050027.c?id=pcmcat152100050027
29,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
29,overstock,Golf Equipment,http://www.overstock.com/Sports-Toys/Golf-Equipment/217/dept.html
29,overstock,Medical Supplies & Equipment,http://www.overstock.com/Health-Beauty/Medical-Supplies-Equipment/296/dept.html
29,walmart,Tools & Equipment,http://www.walmart.com/browse/auto-tires/tools-equipment/91083_1045959_1074767/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_ToolsEquipment
29,walmart,Outdoor Power Equipment,http://www.walmart.com/cp/1102182?povid=cat121828-env999999-moduleA020813-lLinkGNAV3_HomeImprovement_OutdoorPowerEquipment
29,wayfair,Tools & Equipment,http://www.wayfair.com/Tools-and-Equipment-C421293.html
29,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
29,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
29,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
29,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
29,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
29,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
29,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
29,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
29,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
29,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
29,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
29,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
29,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
29,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
29,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
29,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
29,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
29,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
29,bestbuy,Home Theater Systems,http://www.bestbuy.com/site/Audio/Home-Theater-Systems/abcat0203000.c?id=abcat0203000
29,bestbuy,TV & Home Theater Services,http://www.bestbuy.com/site/Geek-Squad/TV-Home-Theater-Services/pcmcat138100050024.c?id=pcmcat138100050024
29,bestbuy,Marine Electronics,http://www.bestbuy.com/site/Car-Audio-GPS/Marine-Electronics/pcmcat156300050006.c?id=pcmcat156300050006
29,bestbuy,Electronic Toys,http://www.bestbuy.com/site/Toys-Games/regularCat%3Apcmcat284400050063/pcmcat284400050063.c?id=pcmcat284400050063
29,bjs,Audio & Home Theater,http://www.bjs.com/electronics/audio--home-theater.category.161.160.2000259.1
29,overstock,Electronics,http://www.overstock.com/As-Seen-on-TV/Electronics/395/dept.html
29,walmart,Auto Electronics,http://www.walmart.com/cp/car-audio/3947?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_AutoElectronics
29,walmart,Kids Electronics,http://www.walmart.com/browse/toys/kids-electronics/4171_119668/?_refineresult=true&catNavId=4171&povid=cat121828-env999999-moduleA072012-lLinkGNAV5_Toys_KidsElectronics
29,bjs,Kids' Furniture,http://www.bjs.com/toys/kids-furniture.category.3000000000000002041.808.2004169.1
29,bloomingdales,Kids,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3866&PageID=16607087494679
29,overstock,Kids' Luggage & Bags,http://www.overstock.com/Luggage-Bags/Kids-Luggage-Bags/258/dept.html
29,walmart,Kids' & Teen Room,http://www.walmart.com/cp/kids-bedding/92352?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_KidsTeenRoom
29,walmart,Kids & Family Gaming,http://www.walmart.com/cp/Kids-and-Family-Gaming/1089665?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_VideoGames_KidsFamilyGaming
29,wayfair,Baby & Kids Furniture,http://www.wayfair.com/Baby-and-Kids-Furniture-C215047.html
29,wayfair,Kids Bedroom Furniture,http://www.wayfair.com/Kids-Bedroom-Furniture-C215056.html
29,wayfair,Kids Playroom Furniture,http://www.wayfair.com/Kids-Playroom-Furniture-C545073.html
29,wayfair,Baby & Kids D�cor,http://www.wayfair.com/Baby-and-Kids-D%C3%A9cor-C492177.html
30,bestbuy,Health & Fitness Technology,http://www.bestbuy.com/site/Health-Fitness-Sports/Health-Fitness-Technology/pcmcat243800050004.c?id=pcmcat243800050004
30,bjs,Health & Safety,http://www.bjs.com/baby/health--safety.category.1057.1035.2001610.1
30,bjs,Home Health Care,http://www.bjs.com/health--beauty/home-health-care.category.903.850.2001227.1
30,overstock,Health & Beauty,http://www.overstock.com/Worldstock-Fair-Trade/Health-Beauty/364/dept.html
30,overstock,Health & Child Safety,http://www.overstock.com/Baby/Health-Child-Safety/270/dept.html
30,overstock,Pet Health Supplies,http://www.overstock.com/Pet-Supplies/Pet-Health-Supplies/327/dept.html
30,walmart,Health & Safety,http://www.walmart.com/cp/132943?povid=cat121828-env999999-moduleA092212-lLinkGNAV1_Baby_HealthSafety
30,walmart,Home Health Care,http://www.walmart.com/cp/home-medical-supplies-equipment/1005860?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Health_HomeMedical
30,walmart,Health Insurance &,http://www.walmart.com/cp/Health-Care-Benefits/1088605?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Pharmacy_HealthInsuranceBenefits
30,wayfair,Home Health & Mobility,http://www.wayfair.com/Home-Health-and-Mobility-C407098.html
30,bjs,Pet Supplies,http://www.bjs.com/home/pet-supplies.category.712.385.2001751.1
30,overstock,Eco-Friendly Pet Supplies,http://www.overstock.com/Pet-Supplies/Eco-Friendly-Pet-Supplies/315/dept.html
30,overstock,Pet Apparel,http://www.overstock.com/Pet-Supplies/Pet-Apparel/322/dept.html
30,overstock,Pet Beds,http://www.overstock.com/Pet-Supplies/Pet-Beds/323/dept.html
30,overstock,Pet Carriers & Travel,http://www.overstock.com/Pet-Supplies/Pet-Carriers-Travel/324/dept.html
30,overstock,Pet Clean Up,http://www.overstock.com/Pet-Supplies/Pet-Clean-Up/447/dept.html
30,overstock,Pet Gates & Doors,http://www.overstock.com/Pet-Supplies/Pet-Gates-Doors/325/dept.html
30,overstock,Pet Grooming,http://www.overstock.com/Pet-Supplies/Pet-Grooming/326/dept.html
30,overstock,Pet Houses,http://www.overstock.com/Pet-Supplies/Pet-Houses/329/dept.html
30,overstock,Pet Jewelry,http://www.overstock.com/Pet-Supplies/Pet-Jewelry/330/dept.html
30,overstock,Pet Lover's Gifts,http://www.overstock.com/Pet-Supplies/Pet-Lovers-Gifts/331/dept.html
30,overstock,Pet Memorials,http://www.overstock.com/Pet-Supplies/Pet-Memorials/332/dept.html
30,overstock,Pet Occasions & Holidays,http://www.overstock.com/Pet-Supplies/Pet-Occasions-Holidays/328/dept.html
30,overstock,Pet Stairs & Ramps,http://www.overstock.com/Pet-Supplies/Pet-Stairs-Ramps/333/dept.html
30,overstock,Pet Toys,http://www.overstock.com/Pet-Supplies/Pet-Toys/334/dept.html
30,overstock,Pet Training,http://www.overstock.com/Pet-Supplies/Pet-Training/335/dept.html
30,overstock,Pet Supplies,http://www.overstock.com/Eziba/Pet-Supplies/359/dept.html
30,walmart,Pets,http://www.walmart.com/cp/pet-supplies/5440?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_Pets
30,wayfair,Pets,http://www.wayfair.com/Pets-C216358.html
30,walmart,Men's Grooming,http://www.walmart.com/cp/1056884?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Beauty_MensGrooming
30,bloomingdales,Men,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3864&PageID=16595938932650
30,overstock,Men's Sport Clothing,http://www.overstock.com/Sports-Toys/Mens-Sport-Clothing/287/dept.html
30,overstock,Men's Activewear,http://www.overstock.com/Clothing-Shoes/Mens-Activewear/113/dept.html
30,overstock,Men's Clothing,http://www.overstock.com/Clothing-Shoes/Mens-Clothing/26/dept.html
30,walmart,Men,http://www.walmart.com/cp/mens-clothing/133197?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_Men
30,walmart,Men's Big & Tall,http://www.walmart.com/cp/mens-big-and-tall-clothing/133198?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_MensBigTall
30,bestbuy,Sports & Outdoor Recreation,http://www.bestbuy.com/site/Health-Fitness/Sports-Outdoor-Recreation/pcmcat273800050017.c?id=pcmcat273800050017
30,bestbuy,Sports Fan Shop,http://www.bestbuy.com/site/Electronics/Health-Fitness/Fan-Shop/pcmcat230600050006.c?id=pcmcat230600050006
30,bjs,"Telescopes, Binoculars & Sports Cameras",http://www.bjs.com/electronics/telescopes-binoculars--sports-cameras.category.381.160.2001777.1
30,bjs,Team Sports,http://www.bjs.com/sports/team-sports.category.28027.986.2000806.1
30,bjs,Motor Sports,http://www.bjs.com/sports/motor-sports.category.1034.986.2002129.1
30,overstock,Sports & Fitness,http://www.overstock.com/Sports-Toys/Sports-Fitness/17/dept.html
30,overstock,Water Sports & Pools,http://www.overstock.com/Sports-Toys/Water-Sports-Pools/449/dept.html
30,overstock,Winter Sports,http://www.overstock.com/Sports-Toys/Winter-Sports/218/dept.html
30,overstock,Women's Sport Clothing,http://www.overstock.com/Sports-Toys/Womens-Sport-Clothing/288/dept.html
30,overstock,Sports & Outdoors,http://www.overstock.com/As-Seen-on-TV/Sports-Outdoors/433/dept.html
30,walmart,Sports Fan Shop,http://www.walmart.com/cp/Sports-Fan-Shop/1063984?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_SportsFanShop
30,walmart,Sports,http://www.walmart.com/cp/Team-Sports/4161?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_Sports
30,bjs,Exercise & Fitness,http://www.bjs.com/sports/exercise--fitness.category.987.986.2002231.1
30,overstock,Fitness & Nutrition,http://www.overstock.com/Health-Beauty/Fitness-Nutrition/39/dept.html
30,walmart,Exercise & Fitness,http://www.walmart.com/cp/sports-fitness-equipment/4134?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_ExerciseFitness
30,wayfair,Exercise & Fitness,http://www.wayfair.com/Exercise-and-Fitness-C216231.html
31,bjs,Gold Jewelry,http://www.bjs.com/jewelry/gold-jewelry.category.26002.100.2000296.1
31,bjs,Diamond Jewelry,http://www.bjs.com/jewelry/diamond-jewelry.category.26001.100.2000038.1
31,bjs,Gemstone Jewelry,http://www.bjs.com/jewelry/gemstone-jewelry.category.128.100.2000852.1
31,bjs,Silver Jewelry,http://www.bjs.com/jewelry/silver-jewelry.category.26003.100.2000300.1
31,bjs,Designer Fashion Jewelry,http://www.bjs.com/jewelry/designer-fashion-jewelry.category.130.100.2001184.1
31,bjs,Pearl Jewelry,http://www.bjs.com/jewelry/pearl-jewelry.category.26004.100.2000298.1
31,bjs,Religious Jewelry,http://www.bjs.com/jewelry/religious-jewelry.category.3000000000000042007.100.2006000.1
31,bjs,Initial Jewelry,http://www.bjs.com/jewelry/initial-jewelry.category.3000000000000046005.100.2006642.1
31,bjs,Jewelry Boxes & Accessories,http://www.bjs.com/jewelry/jewelry-boxes--accessories.category.26005.100.2000303.1
31,bloomingdales,Jewelry and Accessories,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3376&PageID=14502903908192
31,bloomingdales,Fine Jewelry and Watches,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=16975&PageID=51176308713129
31,overstock,Jewelry,http://www.overstock.com/Jewelry-Watches/Jewelry/13/dept.html
31,overstock,World Jewelry,http://www.overstock.com/Worldstock-Fair-Trade/World-Jewelry/22/dept.html
31,overstock,Jewelry & Watch Boxes,http://www.overstock.com/Gifts-Flowers/Jewelry-Watch-Boxes/128/dept.html
31,overstock,Pet Jewelry,http://www.overstock.com/Pet-Supplies/Pet-Jewelry/330/dept.html
31,overstock,Jewelry & Watches,http://www.overstock.com/Eziba/Jewelry-Watches/356/dept.html
31,walmart,Jewelry Storage,http://www.walmart.com/browse/jewelry/jewelry-storage/3891_132987?browsein=true&ic=48_0&povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Jewelry_JewelryStorage
31,walmart,Personalized Jewelry,http://www.walmart.com/browse/jewelry/3891?_refineresult=true&facet=category%3APersonalized+Pendants||category%3APersonalized+Necklaces||category%3APersonalized+Earrings||category%3APersonalized+Bracelets||category%3APersonalized+Rings&povid=cat121828-env999999-moduleA072012-lLinkGNAV3_Jewelry_PersonalizedJewelry
31,wayfair,Jewelry,http://www.wayfair.com/Jewelry-C431297.html
31,bjs,Pet Supplies,http://www.bjs.com/home/pet-supplies.category.712.385.2001751.1
31,overstock,Eco-Friendly Pet Supplies,http://www.overstock.com/Pet-Supplies/Eco-Friendly-Pet-Supplies/315/dept.html
31,overstock,Pet Apparel,http://www.overstock.com/Pet-Supplies/Pet-Apparel/322/dept.html
31,overstock,Pet Beds,http://www.overstock.com/Pet-Supplies/Pet-Beds/323/dept.html
31,overstock,Pet Carriers & Travel,http://www.overstock.com/Pet-Supplies/Pet-Carriers-Travel/324/dept.html
31,overstock,Pet Clean Up,http://www.overstock.com/Pet-Supplies/Pet-Clean-Up/447/dept.html
31,overstock,Pet Gates & Doors,http://www.overstock.com/Pet-Supplies/Pet-Gates-Doors/325/dept.html
31,overstock,Pet Grooming,http://www.overstock.com/Pet-Supplies/Pet-Grooming/326/dept.html
31,overstock,Pet Health Supplies,http://www.overstock.com/Pet-Supplies/Pet-Health-Supplies/327/dept.html
31,overstock,Pet Houses,http://www.overstock.com/Pet-Supplies/Pet-Houses/329/dept.html
31,overstock,Pet Lover's Gifts,http://www.overstock.com/Pet-Supplies/Pet-Lovers-Gifts/331/dept.html
31,overstock,Pet Memorials,http://www.overstock.com/Pet-Supplies/Pet-Memorials/332/dept.html
31,overstock,Pet Occasions & Holidays,http://www.overstock.com/Pet-Supplies/Pet-Occasions-Holidays/328/dept.html
31,overstock,Pet Stairs & Ramps,http://www.overstock.com/Pet-Supplies/Pet-Stairs-Ramps/333/dept.html
31,overstock,Pet Toys,http://www.overstock.com/Pet-Supplies/Pet-Toys/334/dept.html
31,overstock,Pet Training,http://www.overstock.com/Pet-Supplies/Pet-Training/335/dept.html
31,overstock,Pet Supplies,http://www.overstock.com/Eziba/Pet-Supplies/359/dept.html
31,walmart,Pets,http://www.walmart.com/cp/pet-supplies/5440?povid=cat121828-env999999-moduleA072012-lLinkGNAV3_HomeImprovement_Pets
31,wayfair,Pets,http://www.wayfair.com/Pets-C216358.html
31,walmart,Men's Grooming,http://www.walmart.com/cp/1056884?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Beauty_MensGrooming
31,bloomingdales,Men,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3864&PageID=16595938932650
31,overstock,Men's Sport Clothing,http://www.overstock.com/Sports-Toys/Mens-Sport-Clothing/287/dept.html
31,overstock,Men's Activewear,http://www.overstock.com/Clothing-Shoes/Mens-Activewear/113/dept.html
31,overstock,Men's Clothing,http://www.overstock.com/Clothing-Shoes/Mens-Clothing/26/dept.html
31,walmart,Men,http://www.walmart.com/cp/mens-clothing/133197?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_Men
31,walmart,Men's Big & Tall,http://www.walmart.com/cp/mens-big-and-tall-clothing/133198?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_Apparel_MensBigTall
31,bestbuy,Sports & Outdoor Recreation,http://www.bestbuy.com/site/Health-Fitness/Sports-Outdoor-Recreation/pcmcat273800050017.c?id=pcmcat273800050017
31,bestbuy,Sports Fan Shop,http://www.bestbuy.com/site/Electronics/Health-Fitness/Fan-Shop/pcmcat230600050006.c?id=pcmcat230600050006
31,bjs,"Telescopes, Binoculars & Sports Cameras",http://www.bjs.com/electronics/telescopes-binoculars--sports-cameras.category.381.160.2001777.1
31,bjs,Team Sports,http://www.bjs.com/sports/team-sports.category.28027.986.2000806.1
31,bjs,Motor Sports,http://www.bjs.com/sports/motor-sports.category.1034.986.2002129.1
31,overstock,Sports & Fitness,http://www.overstock.com/Sports-Toys/Sports-Fitness/17/dept.html
31,overstock,Water Sports & Pools,http://www.overstock.com/Sports-Toys/Water-Sports-Pools/449/dept.html
31,overstock,Winter Sports,http://www.overstock.com/Sports-Toys/Winter-Sports/218/dept.html
31,overstock,Women's Sport Clothing,http://www.overstock.com/Sports-Toys/Womens-Sport-Clothing/288/dept.html
31,overstock,Sports & Outdoors,http://www.overstock.com/As-Seen-on-TV/Sports-Outdoors/433/dept.html
31,walmart,Sports Fan Shop,http://www.walmart.com/cp/Sports-Fan-Shop/1063984?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_SportsFanShop
31,walmart,Sports,http://www.walmart.com/cp/Team-Sports/4161?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_Sports
31,bestbuy,Health & Fitness Technology,http://www.bestbuy.com/site/Health-Fitness-Sports/Health-Fitness-Technology/pcmcat243800050004.c?id=pcmcat243800050004
31,bjs,Exercise & Fitness,http://www.bjs.com/sports/exercise--fitness.category.987.986.2002231.1
31,overstock,Fitness & Nutrition,http://www.overstock.com/Health-Beauty/Fitness-Nutrition/39/dept.html
31,walmart,Exercise & Fitness,http://www.walmart.com/cp/sports-fitness-equipment/4134?povid=cat121828-env999999-moduleA072012-lLinkGNAV5_SportsFitnessOutdoors_ExerciseFitness
31,wayfair,Exercise & Fitness,http://www.wayfair.com/Exercise-and-Fitness-C216231.html
31,bestbuy,Exercise Equipment,http://www.bestbuy.com/site/Health-Fitness/Exercise-Equipment/pcmcat243800050005.c?id=pcmcat243800050005
31,bestbuy,Recording Equipment,http://www.bestbuy.com/site/Musical-Instruments/Home-Recording/pcmcat152100050020.c?id=pcmcat152100050020
31,bestbuy,DJ & Lighting Equipment,http://www.bestbuy.com/site/Musical-Instruments/DJ-Lighting-Equipment/pcmcat152100050027.c?id=pcmcat152100050027
31,overstock,Home Office Equipment,http://www.overstock.com/Electronics/Home-Office-Equipment/8/dept.html
31,overstock,Golf Equipment,http://www.overstock.com/Sports-Toys/Golf-Equipment/217/dept.html
31,overstock,Medical Supplies & Equipment,http://www.overstock.com/Health-Beauty/Medical-Supplies-Equipment/296/dept.html
31,walmart,Tools & Equipment,http://www.walmart.com/browse/auto-tires/tools-equipment/91083_1045959_1074767/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_ToolsEquipment
31,walmart,Outdoor Power Equipment,http://www.walmart.com/cp/1102182?povid=cat121828-env999999-moduleA020813-lLinkGNAV3_HomeImprovement_OutdoorPowerEquipment
31,wayfair,Tools & Equipment,http://www.wayfair.com/Tools-and-Equipment-C421293.html
31,wayfair,Office Supplies & Equipment,http://www.wayfair.com/Office-Supplies-and-Equipment-C230453.html
31,bestbuy,Office & School Supplies,http://www.bestbuy.com/site/Office/Office-School-Supplies/pcmcat275600050000.c?id=pcmcat275600050000
31,bestbuy,Office Electronics,http://www.bestbuy.com/site/Office/Office-Electronics/abcat0805000.c?id=abcat0805000
31,bestbuy,Office Furniture,http://www.bestbuy.com/site/Office/Office-Furniture/abcat0809000.c?id=abcat0809000
31,bestbuy,Office & Business Software,http://www.bestbuy.com/site/Software-Games/Business-Office/abcat0508003.c?id=abcat0508003
31,bjs,Printers & Office Machines,http://www.bjs.com/computers/printers--office-machines.category.778.743.2001711.1
31,bjs,Office Products,http://www.bjs.com/office-supplies/office-products.category.1191.1143.2000613.1
31,bjs,Office Technology,http://www.bjs.com/office-supplies/office-technology.category.1316.1143.2000320.1
31,bjs,Office Furniture,http://www.bjs.com/office-supplies/office-furniture.category.1144.1143.2000999.1
31,overstock,General Office Supplies,http://www.overstock.com/Office-Supplies/General-Office-Supplies/182/dept.html
31,overstock,Office Electronics,http://www.overstock.com/Office-Supplies/Office-Electronics/186/dept.html
31,overstock,Office Furniture,http://www.overstock.com/Office-Supplies/Office-Furniture/310/dept.html
31,walmart,Office,http://www.walmart.com/cp/Office-Furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV2_Furniture_Office
31,walmart,Business Office Furniture,http://www.walmart.com/browse/electronics/business-office-furniture/3944_546952_1071224/?_refineresult=true&povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_BusinessOfficeFurniture
31,walmart,Home Office Furniture,http://www.walmart.com/cp/office-furniture/97116?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_HomeOfficeFurniture
31,walmart,Office Supplies,http://www.walmart.com/cp/Office-Supplies/1046059?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeSupplies
31,walmart,Office Technology,http://www.walmart.com/cp/Office-Technology/1070964?povid=cat121828-env999999-moduleA072012-lLinkGNAV4_Office_OfficeTechnology
31,wayfair,Home Office Furniture,http://www.wayfair.com/Home-Office-Furniture-C332627.html
31,bestbuy,Home Theater Systems,http://www.bestbuy.com/site/Audio/Home-Theater-Systems/abcat0203000.c?id=abcat0203000
31,bestbuy,TV & Home Theater Services,http://www.bestbuy.com/site/Geek-Squad/TV-Home-Theater-Services/pcmcat138100050024.c?id=pcmcat138100050024
31,bestbuy,Marine Electronics,http://www.bestbuy.com/site/Car-Audio-GPS/Marine-Electronics/pcmcat156300050006.c?id=pcmcat156300050006
31,bestbuy,Electronic Toys,http://www.bestbuy.com/site/Toys-Games/regularCat%3Apcmcat284400050063/pcmcat284400050063.c?id=pcmcat284400050063
31,bjs,Audio & Home Theater,http://www.bjs.com/electronics/audio--home-theater.category.161.160.2000259.1
31,overstock,Electronics,http://www.overstock.com/As-Seen-on-TV/Electronics/395/dept.html
31,walmart,Auto Electronics,http://www.walmart.com/cp/car-audio/3947?povid=cat121828-env999999-moduleA072012-lLinkGNAV1_AutoTires_AutoElectronics
31,walmart,Kids Electronics,http://www.walmart.com/browse/toys/kids-electronics/4171_119668/?_refineresult=true&catNavId=4171&povid=cat121828-env999999-moduleA072012-lLinkGNAV5_Toys_KidsElectronics
31,bjs,Kids' Furniture,http://www.bjs.com/toys/kids-furniture.category.3000000000000002041.808.2004169.1
31,bloomingdales,Kids,http://www1.bloomingdales.com/catalog/index.ognc?CategoryID=3866&PageID=16607087494679
