Original_URL,Match_URL,Confidence
http://www.walmart.com/ip/Yoplait-Fruitful-Blueberry-Yogurt-6-oz/29235968,,
http://www.walmart.com/ip/Yoplait-Fruitful-Cherries-Red-Berries-Yogurt-6-oz/29235964,,
http://www.walmart.com/ip/Yoplait-Greek-Blended-Coconut-Low-Fat-Yogurt-5.3-oz-4-count/27346667,,
http://www.walmart.com/ip/Yoplait-Greek-Blended-Vanilla-Fat-Free-Yogurt-5.3-oz/29210171,http://www.amazon.com/Yoplait-Greek-Blended-Vanilla-Yogurt/dp/B00LOX80AE,56.25
http://www.walmart.com/ip/Yoplait-Original-French-Vanilla-Orange-Creme-Low-Fat-Yogurt-Variety-Pack-Cups-6-oz-8-count/32231251,,
http://www.walmart.com/ip/Trix-Fruit-Flavored-Corn-Puffs-18.4-oz/17203445,,
http://www.walmart.com/ip/Totino-s-Cheesy-Garlic-Rolls-19.8-oz/25852248,http://www.amazon.com/Disney-41493A-Womens-Mickey-Mouse/dp/B002PS62SY,51.42
http://www.walmart.com/ip/Muir-Glen-Organic-Tomato-Sauce-15-oz/10324237,http://www.amazon.com/Muir-Glen-Regular-Tomato-Sauce/dp/B0043RJL4W,100.00
http://www.walmart.com/ip/Nature-Valley-Bistro-Cups-Apple-Cinnamon-Almond-Oatmeal-3-count-8.28-oz/38260434,http://www.amazon.com/Nature-Valley-Oatmeal-Keurig%C2%AE-Cinnamon/dp/B00IP6Y21E,53.86
http://www.walmart.com/ip/Yoplait-Original-Mixed-Berry-Low-Fat-Yogurt-6-oz/10320911,,
http://www.walmart.com/ip/Pillsbury-Grands-Jr-Golden-Layers-Flaky-Biscuits-10-count-12-oz/10319307,,
http://www.walmart.com/ip/Old-El-Paso-Cheesy-Mexican-Rice-7.6-oz/24506162,,
http://www.walmart.com/ip/Progresso-Italian-Style-Panko-Crispy-Bread-Crumbs-8-oz/10320622,http://www.amazon.com/Progresso-Crispy-Italian-Meatloaf-Meatballs/dp/B00KPYNI6Y,65.99
http://www.walmart.com/ip/Progresso-Recipe-Starters-Creamy-Three-Cheese-Cooking-Sauce-9-oz/34235902,http://www.amazon.com/Progresso-Starters-Cooking-Chicken-Burritos/dp/B00J0KV7QM,100.00
http://www.walmart.com/ip/Muir-Glen-Organic-Fire-Roasted-Petite-Diced-Tomatoes-With-Chipotle-Peppers-14.5-oz-Pack-of-12/19475806,http://www.amazon.com/Muir-Glen-Organic-Tomatoes-Roasted/dp/B00J2AV378,75.42
http://www.walmart.com/ip/Muir-Glen-Peeled-Tomatoes-with-Basil-28-oz-Pack-of-6/19476084,http://www.amazon.com/Muir-Glen-Organic-Peeled-Tomatoes/dp/B000R75X4E,57.64
http://www.walmart.com/ip/Boo-Berry-Cereal-15.7-oz/39083137,http://www.amazon.com/Boo-Berry-Monster-Cereal-9-6/dp/B007HOONA0,54.03
http://www.walmart.com/ip/Progresso-Quality-Foods-Chicken-Broth-32-Oz/10813893,http://www.amazon.com/Progresso-Chicken-Broth-Original-32/dp/B007F1JU1W,61.51
http://www.walmart.com/ip/Old-El-Paso-Chili-Seasoning-Mix-1-oz/22252154,,
http://www.walmart.com/ip/Progresso-Plain-Bread-Crumbs-15-oz-Pack-of-6/17769264,http://www.amazon.com/Progresso-Bread-Crumbs-Plain-15-Ounce/dp/B00469V6PE,60.90
http://www.walmart.com/ip/Cinnamon-Toast-Crunch-Cereal-16.2-oz/21125844,http://www.amazon.com/Cinnamon-Toast-Crunch-Whole-Cereal/dp/B00AUDCFBO,68.57
http://www.walmart.com/ip/Progresso-Reduced-Sodium-Italian-Style-Wedding-with-Meatballs-Soup-18.5-oz/10320635,http://www.amazon.com/Progresso-Reduced-Italian-Meatballs-18-5-Ounce/dp/B0041T1BSG,70.71
http://www.walmart.com/ip/Yoplait-Go-Gurt-Twisted-Strawberry-Mango-Tango-Portable-Low-Fat-Yogurt-2.25-oz-8-count/23591228,,
http://www.walmart.com/ip/Chex-Mix-Popped-Sweet-Salty-Snack-Mix-9-oz/34481844,http://www.amazon.com/Popped-Sweet-Salty-Snacks-Ounce/dp/B00G91O1AE,100.00
http://www.walmart.com/ip/Chex-Mix-Muddy-Buddies-Cookies-Cream-Snack-Mix-10.5-oz/24017586,http://www.amazon.com/Muddy-Buddies-Cookies-Special-Edition/dp/B0089MA204,70.71
http://www.walmart.com/ip/Yoplait-Go-Gurt-Strawberry-Banana-Burst-Blue-Raspberry-Ice-Portable-Low-Fat-Yogurt-2.25-oz-16-count/20533451,,
http://www.walmart.com/ip/Pillsbury-Gluten-Free-Thin-Crust-Pizza-Dough-13-oz/28904350,,
http://www.walmart.com/ip/Yoplait-Original-Strawberry-Low-Fat-Yogurt-6-oz-8-count/10321097,,
http://www.walmart.com/ip/Progresso-Traditional-99-Fat-Free-Chicken-Noodle-Soup-19-oz/10320660,http://www.amazon.com/Progresso-Free-Chicken-Noodle-Soup/dp/B0004MT1T0,100.00
http://www.walmart.com/ip/Old-El-Paso-Mild-Green-Chile-Enchilada-Sauce-10-oz/10313186,http://www.amazon.com/Old-El-Paso-Enchilada-Sauce/dp/B00BIRP4DC,55.00
http://www.walmart.com/ip/Totino-s-Canadian-Style-Bacon-Party-Pizza-10.4-oz/10813480,,
http://www.walmart.com/ip/Yoplait-Go-Gurt-Strawberry-Milkshake-Banana-Split-Portable-Low-Fat-Yogurt-2.25-oz-8-count/10320964,,
http://www.walmart.com/ip/Yoplait-Thick-Creamy-Vanilla-Lowfat-Yogurt-6-oz/10320894,,
http://www.walmart.com/ip/Green-Giant-Valley-Fresh-Steamers-Select-Sugar-Snap-Peas-12-oz/14974040,,
http://www.walmart.com/ip/Totino-s-Cheese-Big-Party-Pizza-16-oz/24705189,,
http://www.walmart.com/ip/Progresso-Traditional-Chicken-Orzo-with-Lemon-Soup-18.5-oz/17209066,http://www.amazon.com/Progresso-Soup-Chicken-Orzo-Lemon/dp/B005EKI9RM,66.48
http://www.walmart.com/ip/Yoplait-Trix-Strawberry-Banana-Bash-Low-Fat-Yogurt-4-oz-4-count/20533454,,
