Original_URL,Match_URL,Confidence
http://www.walmart.com/ip/25582192,http://www.amazon.com/Barilla-Manicotti-Pasta-Oz-pack/dp/B00PC42P9S,71.00
http://www.walmart.com/ip/Barilla-Tortellini-Tortellini-Three-Cheese-All-Natural-Pasta-12-Oz/13908655,http://www.amazon.com/Barilla-Collezione-Pasta-Cheese-Tortellini/dp/B00IB1D51G,52.40
http://www.walmart.com/ip/25582177?www=true&productRedirect=true,http://www.amazon.com/Barilla-Plus-Rotini-Pasta-Ounce/dp/B00NBKA33K,51.42
http://www.walmart.com/ip/25582185?www=true&productRedirect=true,,
http://www.walmart.com/ip/25582180?www=true&productRedirect=true,http://www.amazon.com/Barilla-Pasta-Spaghetti-LB-Pack/dp/B00338DSQ4,53.25
http://www.walmart.com/ip/25582183?www=true&productRedirect=true,http://www.amazon.com/Barilla-Whole-Grain-Pasta-Spaghetti/dp/B0025UCI0I,66.48
http://www.walmart.com/ip/25582190,http://www.amazon.com/Barilla-Lasagne-Pasta-16-pack/dp/B00PC4072U,71.00
http://www.walmart.com/ip/25582181?www=true&productRedirect=true,http://www.amazon.com/Barilla-Natural-Whole-Grain-Penne/dp/B00JJ2C0VM,80.00
http://www.walmart.com/ip/13908657?www=true&productRedirect=true,http://www.amazon.com/Barilla-Whole-Grain-Pasta-Spaghetti/dp/B0025UCI0I,59.18
http://www.walmart.com/ip/25582186?www=true&productRedirect=true,http://www.amazon.com/Barilla-Natural-Whole-Grain-Penne/dp/B00JJ2C0VM,75.00
http://www.walmart.com/ip/Barilla-Mezzi-Rigatoni-1-lb/10309180,http://www.amazon.com/Barilla-Mezzi-Rigatoni-Pasta-16/dp/B0005XNKI6,54.03
http://www.walmart.com/ip/25582193,http://www.amazon.com/Barilla-Pasta-Lasagne-Rolled-Homemade/dp/B00D6FY872,62.88
http://www.walmart.com/ip/Barilla-Napoletana-Roasted-Garlic-Pasta-Sauce-24-oz/10309680,http://www.amazon.com/Barilla-Roasted-Garlic-Natural-Pasta/dp/B00H3T582G,66.44
http://www.walmart.com/ip/Barilla-Mezze-Penne-1-lb/10309185,http://www.amazon.com/Barilla-Mezze-Penne-Pasta-16/dp/B0052T8F3I,54.03
http://www.walmart.com/ip/25582184?www=true&productRedirect=true,http://www.amazon.com/Barilla-Tri-Color-Rotini-12-oz/dp/B007F1LIV2,74.28
http://www.walmart.com/ip/Barilla-Mezze-Penne-Pasta-with-Traditional-Marina-Sauce-9-oz/20434381,http://www.amazon.com/Barilla-Mezze-Traditional-Marinara-Sauce-9/dp/B008OM6Q36,100.00
http://www.walmart.com/ip/Barilla-Pipette-Pasta-1-lb/10309201,http://www.amazon.com/Barilla-076808520071-Pasta/dp/B00DRA8JXK,55.14
http://www.walmart.com/ip/10309195?www=true&productRedirect=true,,
http://www.walmart.com/ip/25582179?www=true&productRedirect=true,http://www.amazon.com/Barilla-Pasta-Spaghetti-LB-Pack/dp/B00338DSQ4,53.25
http://www.walmart.com/ip/25582187?www=true&productRedirect=true,http://www.amazon.com/Barilla-Mezzi-Rigatoni-Pasta-16/dp/B0005XNKI6,61.51
http://www.walmart.com/ip/25582176?www=true&productRedirect=true,,
http://www.walmart.com/ip/Barilla-Mezze-Penne-Pasta-with-Tomato-Basil-Sauce-9-oz/20434379,http://www.amazon.com/Barilla-Mezze-Penne-Tomato-Basil/dp/B008PT2WJ0,75.32
http://www.walmart.com/ip/25582191,http://www.amazon.com/Barilla-Jumbo-Shells-Pasta-pack/dp/B00PC4475I,71.98
http://www.walmart.com/ip/Barilla-Stelline-Pasta-12-oz/15556367,http://www.amazon.com/Barilla-00072-Stelline/dp/B008VSVPBQ,100.00
http://www.walmart.com/ip/Barilla-Fiori-Pasta-1-lb/10309203,http://www.amazon.com/Barilla-Fiori-Pasta-16-oz/dp/B00061EXSI,57.23
http://www.walmart.com/ip/25582189?www=true&productRedirect=true,,
http://www.walmart.com/ip/25582188?www=true&productRedirect=true,,
http://www.walmart.com/ip/Barilla-Mushroom-All-Natural-Pasta-Sauce-24-oz/10309681,,
http://www.walmart.com/ip/Barilla-Tortellini-Cheese-Spinach-Pasta-12-Oz/13908656,http://www.amazon.com/Barilla-Collezione-Cheese-Spinach-Tortellini/dp/B00338BV68,53.80
http://www.walmart.com/ip/25582178?www=true&productRedirect=true,http://www.amazon.com/Barilla-Pasta-Spaghetti-LB-Pack/dp/B00338DSQ4,53.25
http://www.walmart.com/ip/Barilla-Marinara-W-Olive-Oil-Pasta-Sauce-24-oz/10309677,,
http://www.walmart.com/ip/Barilla-Pasta-Sauce-Flavored-with-Meat-24-oz/32247484,http://www.amazon.com/Barilla-Pasta-Sauce-Flavored-Meat/dp/B00KO9R6GS,66.44
http://www.walmart.com/ip/32247488?www=true&productRedirect=true,http://www.amazon.com/Barilla-Gluten-Free-Elbows-Pasta/dp/B00IO5YTXW,66.44
http://www.walmart.com/ip/32247485?www=true&productRedirect=true,http://www.amazon.com/Barilla-Gluten-Free-Spaghetti-Pasta/dp/B00MAIQ4W8,66.44
http://www.walmart.com/ip/32247486?www=true&productRedirect=true,http://www.amazon.com/Barilla-Gluten-Free-Pasta-Sampler/dp/B00J2AF478,60.00
http://www.walmart.com/ip/25582175?www=true&productRedirect=true,http://www.amazon.com/Barilla-Pasta-Spaghetti-LB-Pack/dp/B00338DSQ4,59.16
http://www.walmart.com/ip/19500249?www=true&productRedirect=true,http://www.amazon.com/Barilla-Tuscan-Natural-Pasta-Sauce/dp/B008VT1FBU,73.36
http://www.walmart.com/ip/25582182?www=true&productRedirect=true,,
http://www.walmart.com/ip/Barilla-Spaghetti-2-lb/10309210,http://www.amazon.com/Barilla-Pasta-Spaghetti-LB-Pack/dp/B00338DSQ4,54.03
http://www.walmart.com/ip/Barilla-Italian-Entrees-Meat-Sauce-Gemelli-9-oz/26058162,http://www.amazon.com/Barilla-1000010470-Gemelle-Meat-Sauce/dp/B00CA032QM,100.00
http://www.walmart.com/ip/32247487?www=true&productRedirect=true,http://www.amazon.com/Barilla-Gluten-Free-Pasta-Sampler/dp/B00J2AF478,65.00
http://www.walmart.com/ip/Barilla-Spicy-Marinara-All-Natural-Pasta-Sauce-24-oz/15611060,http://www.amazon.com/Barilla-Mezze-Penne-Marinara-Sauce-9/dp/B008RRQB1U,53.80
http://www.walmart.com/ip/Barilla-Ziti-16-oz/10309179,http://www.amazon.com/Barilla-Ziti-Pasta-16-oz/dp/B0005XODRS,100.00
http://www.walmart.com/ip/Barilla-Pastina-12-oz/13908660,http://www.amazon.com/Barilla-Pastina-Pasta-12-oz/dp/B0052T87RM,100.00
http://www.walmart.com/ip/Barilla-Mostaccioli-Pasta-1-Lb/10309177,,
http://www.walmart.com/ip/Barilla-Ditalini-Pasta-1-Lb/10309176,,
http://www.walmart.com/ip/Barilla-Linguine-Fini-Pasta-1-Lb/10309156,,
http://www.walmart.com/ip/Barilla-Spaghetti-Rigati-Pasta-15-oz/10309206,,
