category,sku,product_title,manufacturer,upc,condition
Cell_Phones,5215601,5215601 - LG Risio 4G LTE with 8GB Memory Prepaid Cell Phone - Gray,5215601,711868001718,New
Cell_Phones,5259502,Alcatel - One Touch IDOL 3 4G LTE with 16GB Memory Cell Phone (Unlocked) - Dark gray,Alcatel,889063006972,New
Cell_Phones,5406700,Alcatel - One Touch PIXI 4 5098S 4G LTE with 16GB Memory Cell Phone (Unlocked) - Metallic silver,Alcatel,889063016018,New
Cell_Phones,4872601,Alcatel - One Touch POP 3 4G LTE with 8GB Memory Cell Phone (Unlocked) - Soft silver,Alcatel,889063009119,New
Cell_Phones,4829000,Alcatel - OneTouch (4.5) with 4GB Memory Cell Phone (Unlocked) - Black,Alcatel,889063008556,New
Cell_Phones,4649207,Alcatel - OneTouch Idol 4G with 16GB Memory Cell Phone (Unlocked) - Gray,Alcatel,700362687047,New
Cell_Phones,4872500,Alcatel - OneTouch POP 3 4G LTE with 8GB Memory Cell Phone (Unlocked) - Soft Gold,Alcatel,889063008174,New
Cell_Phones,4183028,Amber Alert - GPS Smart Locator with Voice for Kids - Black,Amber Alert,852535005001,New
Cell_Phones,5456811,Apple - Certified Pre-Owned iPhone 4S with 8GB Memory Cell Phone (Unlocked) - White,Apple,759776383595,Pre-Owned
Cell_Phones,5456805,Apple - Certified Pre-Owned iPhone 5 4G LTE with 16GB Memory Cell Phone (Unlocked) - White & Silver,Apple,737989982057,Pre-Owned
Cell_Phones,5456807,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Blue,Apple,759776377693,Pre-Owned
Cell_Phones,5456803,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Green,Apple,759776377709,Pre-Owned
Cell_Phones,5456810,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Pink,Apple,700362680772,Pre-Owned
Cell_Phones,5456802,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Yellow,Apple,759776377723,Pre-Owned
Cell_Phones,5456804,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Blue,Apple,759776383564,Pre-Owned
Cell_Phones,5456808,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Green,Apple,759776385872,Pre-Owned
Cell_Phones,5456806,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Pink,Apple,759776383571,Pre-Owned
Cell_Phones,5456800,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - White,Apple,759776383526,Pre-Owned
Cell_Phones,4987601,Apple - Certified Pre-Owned iPhone 5s 16GB Cell Phone (Unlocked) - Silver,Apple,737989982095,Pre-Owned
Cell_Phones,4987600,Apple - Certified Pre-Owned iPhone 5s 16GB Cell Phone (Unlocked) - Space Gray,Apple,737989982088,Pre-Owned
Cell_Phones,4987623,Apple - Certified Pre-Owned iPhone 6 128GB Cell Phone (Unlocked) - Gold,Apple,737989986505,Pre-Owned
Cell_Phones,4987611,Apple - Certified Pre-Owned iPhone 6 128GB Cell Phone (Unlocked) - Silver,Apple,737989986499,Pre-Owned
