category,sku,product_title,manufacturer,upc,condition,URL
Cell_Phones,5215601,5215601 - LG Risio 4G LTE with 8GB Memory Prepaid Cell Phone - Gray,5215601,711868001718,New,http://www.bestbuy.com/site/cricket-wireless-lg-risio-4g-lte-with-8gb-memory-prepaid-cell-phone-gray/5215601.p?id=bb5215601&skuId=5215601
Cell_Phones,5259502,Alcatel - One Touch IDOL 3 4G LTE with 16GB Memory Cell Phone (Unlocked) - Dark gray,Alcatel,889063006972,New,http://www.bestbuy.com/site/alcatel-one-touch-idol-3-4g-lte-with-16gb-memory-cell-phone-unlocked-dark-gray/5259502.p?id=bb5259502&skuId=5259502
Cell_Phones,5406700,Alcatel - One Touch PIXI 4 5098S 4G LTE with 16GB Memory Cell Phone (Unlocked) - Metallic silver,Alcatel,889063016018,New,http://www.bestbuy.com/site/alcatel-one-touch-pixi-4-5098s-4g-lte-with-16gb-memory-cell-phone-unlocked-metallic-silver/5406700.p?id=bb5406700&skuId=5406700
Cell_Phones,4872601,Alcatel - One Touch POP 3 4G LTE with 8GB Memory Cell Phone (Unlocked) - Soft silver,Alcatel,889063009119,New,http://www.bestbuy.com/site/alcatel-one-touch-pop-3-4g-lte-with-8gb-memory-cell-phone-unlocked-soft-silver/4872601.p?id=bb4872601&skuId=4872601
Cell_Phones,4829000,Alcatel - OneTouch (4.5) with 4GB Memory Cell Phone (Unlocked) - Black,Alcatel,889063008556,New,
Cell_Phones,4649207,Alcatel - OneTouch Idol 4G with 16GB Memory Cell Phone (Unlocked) - Gray,Alcatel,700362687047,New,http://www.bestbuy.com/site/alcatel-onetouch-idol-4g-with-16gb-memory-cell-phone-unlocked-gray/4649207.p?id=1219786711334&skuId=4649207
Cell_Phones,4872500,Alcatel - OneTouch POP 3 4G LTE with 8GB Memory Cell Phone (Unlocked) - Soft Gold,Alcatel,889063008174,New,http://www.bestbuy.com/site/alcatel-onetouch-pop-3-4g-lte-with-8gb-memory-cell-phone-unlocked-soft-gold/4872500.p?id=bb4872500&skuId=4872500
Cell_Phones,4183028,Amber Alert - GPS Smart Locator with Voice for Kids - Black,Amber Alert,852535005001,New,http://www.bestbuy.com/site/amber-alert-gps-smart-locator-with-voice-for-kids-black/4183028.p?id=1219096895597&skuId=4183028
Cell_Phones,5456811,Apple - Certified Pre-Owned iPhone 4S with 8GB Memory Cell Phone (Unlocked) - White,Apple,759776383595,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-4s-with-8gb-memory-cell-phone-unlocked-white/5456811.p?id=bb5456811&skuId=5456811
Cell_Phones,5456805,Apple - Certified Pre-Owned iPhone 5 4G LTE with 16GB Memory Cell Phone (Unlocked) - White & Silver,Apple,737989982057,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5-4g-lte-with-16gb-memory-cell-phone-unlocked-white-silver/5456805.p?id=bb5456805&skuId=5456805
Cell_Phones,5456807,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Blue,Apple,759776377693,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-16gb-memory-cell-phone-unlocked-blue/5456807.p?id=bb5456807&skuId=5456807
Cell_Phones,5456803,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Green,Apple,759776377709,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-16gb-memory-cell-phone-unlocked-green/5456803.p?id=bb5456803&skuId=5456803
Cell_Phones,5456810,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Pink,Apple,700362680772,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-16gb-memory-cell-phone-unlocked-pink/5456810.p?id=bb5456810&skuId=5456810
Cell_Phones,5456802,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 16GB Memory Cell Phone (Unlocked) - Yellow,Apple,759776377723,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-16gb-memory-cell-phone-unlocked-yellow/5456802.p?id=bb5456802&skuId=5456802
Cell_Phones,5456804,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Blue,Apple,759776383564,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-32gb-memory-cell-phone-unlocked-blue/5456804.p?id=bb5456804&skuId=5456804
Cell_Phones,5456808,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Green,Apple,759776385872,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-32gb-memory-cell-phone-unlocked-green/5456808.p?id=bb5456808&skuId=5456808
Cell_Phones,5456806,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - Pink,Apple,759776383571,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-32gb-memory-cell-phone-unlocked-pink/5456806.p?id=bb5456806&skuId=5456806
Cell_Phones,5456800,Apple - Certified Pre-Owned iPhone 5c 4G LTE with 32GB Memory Cell Phone (Unlocked) - White,Apple,759776383526,Pre-Owned,http://www.bestbuy.com/site/apple-certified-pre-owned-iphone-5c-4g-lte-with-32gb-memory-cell-phone-unlocked-white/5456800.p?id=bb5456800&skuId=5456800
